province,market,type,name,time,_1day_avg,_1day_std,_1day_min,_2day_avg,_2day_std,_2day_min,_3day_avg,_3day_std,_3day_min,_4day_avg,_4day_std,_4day_min,_7day_avg,_7day_std,_7day_min,_14day_avg,_14day_std,_14day_min,_21day_avg,_21day_std,_21day_min,_30day_avg,_30day_std,_30day_min,_60day_avg,_60day_std,_60day_min
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-3-2,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-3-1,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-29,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-28,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-27,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-26,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-25,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-24,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-23,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-22,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-21,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-20,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-19,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-18,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-17,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-16,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-15,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
云南,云南通海金山蔬菜批发市场,茄果类,西红柿,2020-2-14,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,8.0,7.090909090909091,1.3751033019046572,5.0,6.722222222222222,1.3197840980097757,5.0,6.7407407407407405,1.0951850069418407,5.0,6.589285714285714,1.2026755886059093,5.0
